review,sentiment
"mudah2an awet 
terimakasih gan",1
"Kondisi paket aman, kelengkapan lengkap dapat bonus kaos juga
Action Cam berfungsi dengan baik, gambar jernih, semoga awet",1
"Barang aman, tapi kaosnya kepotong saat kubuka😂😂",1
Mantab... bintang bicara,1
"action cam yang cukup handal, build quality bagus, respon penjual cepat, sudah dapat firmware terbaru",1
good,1
"Barang oke pengiriman Mayan cepet , thanks",1
barang yang sampai sesuai deskripsi + bonus kaos akaso juga,0
Barang ok....ga nyesel. harus pintar2 seting agar batre irit kualitas gambar tetap bagus. semua berfungsi dengan baik. respon nya seller baik. yg bikin kecewa selalu di b... ,1
"Keren! Sempat bermasalah kameranya dan seller sangat bertanggung jawab. Terima kasih, semoga amanah selalu",1
mantap.... barang ok,1
"terimakasih packing aman dan rapi
barangnya kualitasnya juga bagus
mudah2an bertahan lama dan awer",1
Bagus Semiha sert dan tahan kamera nya,0
"pengiriman cepat, packing buble, barang sesuai ekpetasi mantap ok gasss...",1
aman dan oky sudah di coba semoga awet,1
mantull bossque,1
"review di YT menjanjikan, sekarang masih taraf belajar make nih. Masih banyak gapteknya.",1
"Barang ok, sesauai, mantab.",1
"packing aman, barang lengkap, fungsional aman",0
"sesuai deskripsi, berfungsi baik, packing bagus, berlapis-lapis.  walau saat diterima dudukannya patah, tp tetap saya terima karena ada sparenya, butuh effort dan waktu u... ",0
ok,1
"Barang kualitas OK, original, sesuai deskripsi. Sudah ditest, bekerja dengan baik. Fast response, fast delivery. 
Thnks",1
"Barang bagus, cepat sampai, recommended!",0
"sudah dicoba, semoga awet",1
"barang sesuai deskripsi , pengiriman aman dan cepat , kamera berfungsi dengan baik , sangat suka dan recommended",0
Barang sudah sampai tapi belum saya coba. Terima kasih untuk bonus kaosnya,1
"paling bener beli di official store, barang terjamin, ada garansi, dan dapet bonus juga ❤️",1
Fast Respon n fast delivery..Recomended seller 👍👍,1
packing aman sangat rapih .. seller profesional walau pun saya bawel ... 👍👍👍👍 seller amanah ... produk tidak mengecewakan 👍👍👍 . trmksih toped dan seller,1
packing aman. respon cepat,1
"paket aman, blm dicoba semoga awet",1
"Seller gercep untuk proses dan kirim barang, barangnya feel nya premium bgt, build quality oke, tinggal dicoba hasil jepretan dan video nya",1
sudah patah sebelum dibuka,0
puas,1
"kameranya ok, tapi secara keseluruhan fitur masih dalam progress eksplore semua mode2 yang ada.
packagingnya udah ok, pakai bubble wrap. tapi sayang gk di double box.
tap... ",1
"oke sesuai deskripsi, masih segel,packing aman, semoga barangnya awet",1
setelah pre-order sekian lama,1
"oke 
masih blm di coba sih",1
Semua fitur berfungsi baik. wow diluar ekspetasi.,1
"Recomended Stuff and Seller, Mantaap",1
Produk sesuai deskripsi. Semua fitur berfungsi baik.,1
"Termkasih Banyak Kk 🥰🥰🥰, Amazing 🤩🤩🤩. Puas sekali dgn pelayanan Toko, Gercep.. pengiriman JNE jg Luarbiasa.. barang masih sy test dan batreinya masih sy charge. ter... ",1
Good,1
"Terbaik 🫶🏻, banyak bonusnya juga. 
respon pedagang juga oke banget. Terimakasih",1
barang cepat di proses. mantap,1
"unit mendarat dengan selamat,, terima kasih witacom",1
Barang ori packing rapih pengiriman cepat,0
"akhirnya yg ditunggu tunggu nyampe juga,Terimakasih witacom yg selalu fast respon,admin nya gercep,buat kalian yg mau beli langsung checkout aja jangan ragu ragu,witacom... ",1
"admin gercep, barang sampe dengan selamat! luar biasa banyak bonuuuss",1
"Toko       : ⭐️⭐️⭐️⭐️⭐️
Admin     : ⭐️⭐️⭐️⭐️⭐️
Packing  : ⭐️⭐️⭐️⭐️⭐️

Udah di bantu Claim FTZ
Bonus Melimpah",0
"REKOMENDASI SELLER TERBAIK UDAH CEK OUT 2X TANPA CLAIM FTZ UDAH DIKIRIM 1X BERSAMA BODY. PLUS DAPAT BONUS BANYAK SEKALINYA LOHH.... JGN RAGU LAHH

titip pesan yang mau be... ",0
pelayanan the best of the best,1
"Puas bangget, recomendasi 100% dr saya. Pelayanan top bnget lah.  Barang sesuai deskripsi, malah dapat bonus” tmbahan",1
"fast Respont, packing aman, kurir ramah, barang sampai dengan selamat. thanks witacom",1
"Pelayanan Keren , Barang Cepat Sampai",1
terbaikk,1
"Terima kasih witacom, dapat pas special price di 11 11.. packing rapi dan binus ftz sudah di bantuin clime langsung oleh pihak toko",1
"Pengiriman cepat, po yg di jadwalnya 10 hari tapi 5 hari udah sampai.😁😍.. produk asli baru dan terbukti.. FTZ II juga sudah di bantuh claim langsung ke nikon.. bintang... ",1
Mantan... makasih dah dibantu klaim FTZnya 😍🙏 Free Kaos juga 🥰👍👍👍,0
mantap Kameranya sesuai ekspektasi packingnya aman 📦 Produk sesuai deskripsi,1
"Terima Kasih admin yang baik hati,  packingnya aman 📦,  barangnya sesuai gambar 👍🏻 dan juga sudah di bantu untuk claim freenya.",1
"Baru di unboxing, blom di coba jadi blom tau hasilnya",0
"sdh order kedua kalinya, mantap seller👍👍",1
"Pengiriman cepat, kualitas sesuai harga.",1
packing tebal dan bisa nyala lumayan lama,0
barang bagus!,0
Cakepp dan lucu,1
"worth it banget
buat anak anak semoga awet",0
"barang sampai dengan baik, packing super aman bangett",0
oke bgt tp EMG beberapa tombol gabisa ya? masih sesuai fungsi sih.,1
barang sesuai pesanan,1
berfungsi,1
Sesudah 1bulan rusak- tdk bisa cas lagi,1
"Barang sesuai foto. Pada settingan foto terdapat pilihan 40M, tetapi aslinya hanya 12M. Baterai hanya 400mah, jadi tidak selama itu kalau dipakai terus menerus. Worth den... ",1
cukup bagus..anak seneng,0
"works fine, hasil foto seperti kamera hp thn 2000an",1
"Kaget juga waktu liat layarnya, pusing, kirain mata saya yang rusak, ternyata kalau dilihat pakai mata kanan dan kiri, yang keliatan di layar bisa beda. Jadi misal tutup... ",0
"Hasil foto sangat sangat gelap, baterai juga sangat cepat habis, cuma tahan sekitar 10 menit langsung lowbat. Untuk harga segini mungkin memding beli yg lebih mahal sedik... ",1
barang sesuai,1
penjual fast respon,1
"lucuu banget mini gitu gemezz, beli buat kado semoga anaknya suka ❤️",1
"baru sampe, semoga awet, respon seller mantap",1
barang baru seminggu batre nya sudah gak tahan lama,0
barang bagus sesuai pesanana dan berfungsi baik,1
berfungsi dengan baik packing aman 👍,1
"Packing aman pakai bubble wrap dan kardus. Kualitas kamera lumayan lah buat anak2. Semoga awet.

Kekurangan: batre lemah, dipakai bentar dah minta charge. Untung bisa gan... ",1
"Barang sesuai deskripsi, pengiriman cepat, seller responsive",0
bagus buat hadiah anak anak. resolusinya bisa dinaikin biar gambar lebih bagus. kalo bisa foto diluar ruangan pake cahaya natural,0
semua berfungsi oke,1
"memuaskan dijamin anak senang! adminya jg cepet responya, pengiriman jg cepet",0
"Barangnya cepat sih datang, sayang tidak dapat berfungsi..
tetapi suka dengan respon seller utk membantu",1
"Barang diterima dengan baik, berfungsi dengan baik, sesuai harapan, mantap.",1
barang hampir bagus kekurangan memory card tidak terbaca,0
"Packing aman, kualitas baik",1
"barang cocok untuk anak, sayang batrenya cepat habis cuma bisa dipake bentar padahal sudah dicharge full",0
"barang sesuai deskripsi,  hasil kamera agak gelap dan batere nya cepet habis",1
"kameranya udah diterima dengan selamat, ini bagus sih gak kaya ratus ribu. packing oke. 
well done.",1
mantap sesuai dengan deskripsi dan sesuai dengan pesanan saya,1
Terimakasih pokoknya mantul 👍 anak sy suka.,1
"Bagus banget, nganter nya cepet",1
Mantab... Sesuai deskripsi,0
"Barangnya baguuus sekali, pengiriman cepat! rekomended banget buat anak2 😊",0
bagus,0
"hasil fotonya bagus, berfungsi dengan baik. pengiriman super cepat gosend instannya. tapi hanya satu dibagian anti goresnya agak kebuka heu. over all baik. terima kasih",0
yg nerima suka sekali ..baguus... tapi ndak.bisa dipotoin karena buat kado...,1
"anak saya suka banget .. lucu dan imut seller responsif dan helpfull ... buruan beli sblm kehabisan ..  recommended seller, packing, delivery services (anteraja sameday)... ",1
"tjakep..

berfungsi dgn baik
semoga awet, makasiihh..

nb. nge-charge cepet, lowbatnya pun cepet",1
Barang yg rusak bisa diretur dan penjual sangat baik hati.,0
"Mantap, anak suka",1
bagus banget 😍😍,0
sangat puas,1
bagus aku suka  tapi sayang nya g ada warna pink,1
barang sesuai informasi produk. semoga awet.,1
"cepat respon,admin baik,kuris ramah dan mantap belanja di toko ini,Camera sampai anak2 suka",1
bentuk dan warnanya lucu..ringan and gampang di gunakan anak2..anakku senang terima kasih.,1
"Admin ramah dan gercep sekali, pelayanan prima dan barang baguss sesuai hargaa rekomenn 😁👍👍",1
pengiriman cepat,0
barang bagus,0
cepat sesuai pesanan,1
"anak suka dengan bentuk nya,.packing nya aman,.dan berfungsi normal..",1
"barang bagus, pas dengan ukuran untuk anak sy 😁",0
Barang bagus dan berfungsi baik,0
"recommend , kualitas bagus, laris terus",1
barang bagus sesui gambar respon cepat pokokny puas banget ank2 suka,1
"bagussssss, sesuai gambar. packing nya aman.",1
fast respon,1
kamera yang saya beli baru dipakai 1 hari sudah layarnya rusak. dengan harga yg cukup mahal barangnya tidak bagus mutunya.,1
ok barang bagus tapi memori beli sendiri,1
ok lah pokoknya....,1
Ok,1
kamera nya bagus,0
"ok
",1
lucuuuuuu...,1
bagus.. packing rapi.. barang berfungsi dengan baik.. thanks seller,1
"ga bagus, suka hang lagi",1
"Barang sesuai pesan, dan pengirimannya cepat👍👍",1
bagus banget.. anak ku sukaa sekali. terimakasih banyak,1
ukurannya cilik.. cocok buat anak 2-3 tahunan..,0
Real pict..mantap,1
kamera nya VGA,1
kamera super imut dan bagus dengan harga murah tentunya. ,1
"Barang sesuai iklan, packing rapi, pengiriman sesuai jadwal ",1
reapon cepat dan barang berfungsi dengan baik..,1
"mantab, seller baik, barang sesuai, langsung kirim..👍",1
kereeennn anak aq suka.thanks ya...,0
"barang berfungsi dengan baik dan pengiriman cepat, terima kasih",0
kamera nya bagus..  tapi klo di kamar malem malem gak keliatan... tapi pokok nya bagusssss banget.. aku suka... bisa fota bareng teman teman akuuuuuuuuu,1
barang berfungsi dengan baik,1
"ada rupa
ada harga
cocoklah buat anak balita 
yang mau bergaya",1
good. thank you,1
ok sesuai harga,1
biar bintang yg berbicara,0
kereeennnn anak saya suka,0
"pelayanannya oke, tapi sayang sepeertinya batre nya dah drop, jadi kalau di cas begitu di cabut nyala bentar langsungnlowbat dan mati",0
topp banget,1
bagus adek saya bisa main pake camera,0
"Mantap, adik saya suka... thank you",1
"fast respon mantaaaf, tinggal ujicoba",1
layar bergaris... kwalitas sesuai harga.. ,1
"udah di coba, berfungsi dengan baik 👍, makasih banyak seller 👍🔥",1
"barang bagus. di terima dgn baik
",1
Fast service.......good product....,1
baru dateng display kadang blank putih,1
Terima kasih,1
ka cardnya ke pisah ya?,0
"smp dgn cepat. sesuai reques. thx
",1
pelayanan baik..tks,1
mantap... barang sesuai,1
wah mantul.... barang sesuai... daripada main Hp mending ini...👆👍,1
"barangnya gak bagus..kecil baget, kabel yang dikasih juga bulukkan",1
puas pokoknya.                    ,1
kurang jelas hasil foto nya.dan ga bs ambil foto klo ga pake sd card. jd harus beli dulu. ,1
cepat sekali sampainya. barangnya juga aman2 saja. terima kasih ya gan... ,1
"Berfungsi dengan baik
",1
"kameranya bagus banget, pengirimannya cepat, penjualnya juga ramah banget, suka banget belanja disini ",1
seller responsif dan pengiriman cepat,0
"cepet sampe,,,kualitas sesuai harga
",1
gambarnya ga bagus,0
oke anak saya senang,1
kabel casan kok kaya bekas yaaa...utk kamera beroprasi baik..,1
Jozzzzzzzzzzzzzzzzzzzzzzzzzzzzz,1
👍,1
"Produk bagus, pelayanan prima
Recommended seller",1
"Mantap! Barang sesuai deskripsi. Meskipun pilihan kurirnya 2 - 4 hari, tp barang langsung tiba keesokan harinya. Anak pun ikut senang. Sukses tokonya!",1
Pengiriman cepat,0
Barang bagus.. sesuai pesanan,1
barang oke!pengiriman jg cepat!thx,0
"Kamera berfungsi dengan baik, dan yang penting anak - anak senang.",0
"Keren
",1
Brg sesuai deskripsi....good ....,1
Respon cepat barang sesuai gambar ,1
Barang ga bisa di cas.  Tapi yasudahlah. Murah kali,1
"Mainan kamera untuk anak2, barang sesuai order, rekomen seller
",1
"lumayan murah meriah, anak suka",1
Brg sesuai hrgnya....😁,1
seperti yg di expektasi dgn harga sekian.. pesen 4.. ok semua.. pelayanan baik respon nya.. ,1
"Barang sudah diterima. Produk nya sudah di cek jalan dan ok.
Hanya kurir nya sajah yang gak bener, barangnya dilempar, untung gak rusak.
",1
Barang telah diterima dengan baik dan berfungsi baik.,1
Gelap gak bisa detek memori external.. tp ya sesuai harga lah. Jadinya mainan,1
Pesanan sdh sampai . Pengiriman cepat,0
Terimakasih barang sudah sampai dengan selamat dan berfungsi sebagai mana mestinya.,1
Bagus!! Anak2 saya senang mainin nya,0
Secara fisik good looking lah .tp untuk camera kejernihan dan fokus kurang banget.  Anak ku mau nya yg 11 12 sama camera biasa. ,1
"Ok, anak suka. Sesuai dengan harga ya jadi foto nya harus diluar ruangan atau dalam ruangan dengan pencahayaan tambahan",1
"Kamera bagus, sesuai harga..
Cuma kabel chargernya kotor dan tidak berfungsi..",0
"Cameranya imut bagus, tapi gk bisa baca memmory card.... kok gk di test dlo sih kak.....",0
Good job 👍,1
Ada rupa ada harga 😁😁👍👍🙏,1
"Kameranya berfungsi, untuk kualitas gambar tentunya sesuai harga ya, seperti kamera anak sejenis. Sayangnya kabelnya kotor sekali, seperti bekas, sudah coba dibersihkan j... ",1
"Cepet aja pengirimannya,over all bagus kondisinya realpict cm ya sesuai harga sih,layar gelap dan agak deket awal2",1
"Pengiriman cepat.
Belum dicoba, mudah2an bisa berguna dengan baik
",1
Bagus kameranya lumayan untuk anak2 main foto2 ,0
Anakku senang dengan kameranya  ,1
Recomended Seller...puas belanja disini..next pasti order lagi ,1
Good Seller...next order lagi,1
terimakasih,1
Brg berfungsi semua. Kardus bagus sprti kardus hp. Pengiriman lumayan cepat 4 harian . ,0
"Produk sesuai deskripsi...packaging aman...pengiriman cepat.
Respon seller bagus...
Recommended seller deh...

Terima kasih 🙏🏾",1
"Pengiriman cepet bgt, berfungsi dgn baik cameranya.. Syuuukkaa....",0
barangnya bagus cocok untuk anak anak .,0
terimakasihh,1
"Sesuai dgn gambar.
",1
"Pesenan SDH sampai , pas di buka Murnya kurang satu",1
Lumayan puas beda harga beda kualitas,1
Alhamdulillah. Berfungsi baik. Terimakasih. Sukses selalu.,1
Ok barangnya...thanks gann,1
"Penjualnya ramah, fast respon dan terpercaya.. terima kasih byk gan..",1
Barang oke packing oke,1
"Overall untuk harga segini bagus lah, cuma untuk masukin baca memori card agak susah😅tp recomended sama tokonya",1
Baik,1
"Barang cepat sampainya,lucu banget,saya suka buat anak saya,trimakasih ya gak nyesel deh beli beginian bagus banget ",0
Kamera nya g ada mslh.. ,1
Lucu mungil hahha,1
"kameranya mini, lumayan sesuai dengan harganya...
kalau mau pakai memory card rekomennya pake yg 16GB aja...",1
"Mksh barangnya sudah smpai dengan baik,cuma sayang ko kabel casannya kyk yg bekas y,,soalnya kotor",0
Terimakasih kak barang sudah sampai,1
puas barang sesuai deskripsi😁 sellernya jg ramah😁,1
Barangnya bagus gambar juga bagus ,0
"good fungsi dan kondisi barang baik, respon dan pengirimannya juga cepat.",1
"Bagus utk perkenalan anak ttg kamera, smpe lsg di mainin dan gk di lepas.",0
"kamera berfungsi baik, gambar lumayan lah sesuai harga. yg penting anak2 suka..",1
"Barang bagus dan berfungsi, lumayan buat anak anak walaupun camera nya bener bener macem layar vga, gelap dan blur.",0
"Mantab dah, yg penting anak nya yg pakai senang.
Puas dah.
Terima kasih
😅🙏🙏🙏😀",0
"thanks,, Barang sudah sampai, anak senang,,, sukses slalu buat agan....",1
Pesanan mendarat dgn mulus dan cukup puas dgn harga segitu...,0
👍👍👍 good!!!,1
Sesuai Harga,1
barang bagus bekerja dengan baik puas. seller responsif dan jujur,1
Barang sdh diterima...produk ori,1
Kamera dikirim kondisi fisik cacat bagian dilayar anti gores sy lepas kelihatan layar banyak goresan. jelas sekali barang yang dikirim adalah barang bekas.,0
barangnya mantap dan sesuai,1
Sangat Baik,1
Barang sesuai dengan harga. Semoga awet. Sudh dicoba dan nyala,1
"Pengiriman cepat, barang bagus",0
"Barang bagus, dan mudah digunakan, tombol on-off nya agak keras, slot SDCard agak sempit cendrung lengket card nya",0
"Packaging bagus dan rapi. Dashcam belum dicoba, karena belum diinstall.",1
"sesuai deskripsi dan ekspektasi, packing dan pengiriman cepat, barang ori pasti ⭐⭐⭐⭐⭐",0
"kualitas gambarnya bagus, pasang di mobil juga mudah
dilengkapi juga dengan fitur rekam kejadian emergency jika ada getaran kuat saat kecepatan tinggi
cs nya juga respons... ",1
seller helpful. repurchase,1
"kualitas recording bagus, toko punya banyak bengkel rekanan juga jadi mudah untuk mencari rekomendasi pemasangan. hal yg sangat excellence, seller juga fast response!",1
